id,name,gender,gender_probability,age,age_group,country_id,country_name,country_probability,created_at
019dafd0-eb6a-73c5-80d5-7ab970613bdc,Ebo Gbessi,male,0.66,52,adult,NG,Nigeria,0.86,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb74-743b-b8ba-fb8c471ba07d,Ama Agyei,male,0.82,5,child,NG,Nigeria,0.91,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb78-76ff-a601-43638bb7e5ae,Richard Barro,male,0.77,58,adult,NG,Nigeria,0.91,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb79-779f-9428-642e6559477a,Tunde Barro,male,0.79,84,senior,NG,Nigeria,0.47,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb79-779f-9428-69362256096c,Lamine Kponton,male,0.83,52,adult,NG,Nigeria,0.45,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb81-75e2-bb4c-9b0283c12366,Franck Okafor,male,0.77,73,senior,NG,Nigeria,0.49,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb81-75e2-bb4c-a23935bfd193,Lamine Dao,male,0.92,51,adult,NG,Nigeria,0.7,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb81-75e2-bb4c-b5e47c0546ba,Kwame Amoah,male,0.76,26,adult,NG,Nigeria,0.21,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb83-720f-9cbd-07cb12df841c,Cheikh Owusu,male,0.91,9,child,NG,Nigeria,0.21,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb85-76be-b114-37f6ae192c1d,Samuel Sidibé,male,0.86,68,senior,NG,Nigeria,0.39,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb85-76be-b114-3bb85216b4ae,Abdou Nikiéma,male,0.69,21,adult,NG,Nigeria,0.28,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb86-731f-b40a-6692ad61d504,Paul Tapsoba,male,0.8,18,teenager,NG,Nigeria,0.65,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb86-731f-b40a-6dbc365177d3,Bayo Diallo,male,0.83,9,child,NG,Nigeria,0.45,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb87-746a-8f87-576dacc8d641,Emeka Camara,male,0.85,38,adult,NG,Nigeria,0.6,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb87-746a-8f87-73673c29bf6f,Bayo Antwi,male,0.98,74,senior,NG,Nigeria,0.55,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb8b-761a-995f-60991eb50e43,Kwame Bah,male,0.88,35,adult,NG,Nigeria,0.9,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb8b-761a-995f-678ccf644d22,Moussa Okafor,male,0.9,8,child,NG,Nigeria,0.36,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb8b-761a-995f-b2c71c666081,Franck Igwe,male,0.98,58,adult,NG,Nigeria,0.44,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb94-733f-a0e8-0efc1b4d2aa1,Mamadou Barro,male,0.7,21,adult,NG,Nigeria,0.73,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb95-754f-9749-fdfa3959afa7,Tunde Sow,male,0.86,40,adult,NG,Nigeria,0.52,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb95-754f-974a-0d7ee9dd223e,Didier Barro,male,0.96,79,senior,NG,Nigeria,0.91,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb97-769a-b017-b6d2b57f0c96,Kunle Hounsou,male,0.96,29,adult,NG,Nigeria,0.22,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb9a-7180-bef6-c2c2cc0b70a4,Tunde Sawadogo,male,0.95,16,teenager,NG,Nigeria,0.37,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb9c-75d8-b464-bf83d90413ba,Kojo Camara,male,0.71,12,child,NG,Nigeria,0.1,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eb9c-75d8-b465-09929891f0b3,Joseph Asante,male,0.75,48,adult,NG,Nigeria,0.79,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-eba7-75d9-86eb-e702987e85f7,Ade Okafor,male,0.69,44,adult,NG,Nigeria,0.76,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-ebaa-72c2-91b7-e8011522766d,Fiifi Tchalla,male,0.97,27,adult,NG,Nigeria,0.81,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-ebab-750f-a8e1-fd26ddebbefe,Ebo Keïta,male,0.98,50,adult,NG,Nigeria,0.36,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-ebab-750f-a8e2-292bcdae1f70,Fiifi Adeyemi,male,0.91,32,adult,NG,Nigeria,0.25,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-ebab-750f-a8e2-48a9ba4d9f54,Fiifi Okafor,male,0.85,28,adult,NG,Nigeria,0.31,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
019dafd0-ebac-70ca-8b0f-cfb40c26b23c,Richard Zinsou,male,0.8,53,adult,NG,Nigeria,0.52,Tue Apr 21 2026 11:32:56 GMT+0000 (Coordinated Universal Time)
